<! Entity=北京 type=短期日内母线负荷预测   createTime='2019-05-23 14:04:02' !>
<StSysLf::北京>
@ID NAME V01 V02 V03 V04 V05 V06 V07 V08 V09 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90 V91 V92 V93 V94 V95 V96
#21 王四营/220kV.1#主变-高 57.8085 59.4395 59.143 59.2912 59.143 59.143 60.8481 62.0343 61.293 61.7377 62.6274 62.6274 65.2221 62.7757 62.1826 61.7377 61.5895 60.5516 60.9963 59.2912 60.4032 60.8481 62.6274 62.4791 60.4032 61.293 60.1067 60.5516 59.5877 58.6981 58.105 56.4741 52.5448 50.7655 49.6534 46.8362 45.9466 44.6863 43.3518 43.3518 36.9148 35.9769 35.1059 34.302 33.498 33.096 32.828 32.2921 31.8901 31.7561 31.0191 30.3492 30.2152 29.8132 29.8132 29.5452 29.9472 29.9472 29.6792 30.3492 30.7512 31.4211 32.4261 35.5079 35.1059 35.3739 37.0488 39.8626 41.0016 41.4035 46.4282 44.8873 49.711 53.0608 52.6589 54.3338 55.9417 57.1476 57.9515 58.9565 59.8944 62.0383 60.0284 61.5023 61.5023 61.1004 60.4304 60.2964 61.2343 59.6264 59.6264 59.0905 60.1624 59.0905 59.8944 62.0383
#22 青云店/220kV.1#主变-高 32.715 33.1251 34.4582 32.715 35.2785 29.2286 32.3048 32.6124 31.7921 33.0226 33.6378 31.587 35.4836 36.4064 33.0226 33.3302 37.2268 34.7658 34.3556 33.3302 33.0226 34.6633 39.2776 42.9691 42.764 41.4309 39.175 37.2268 38.5598 35.7912 36.2014 35.7912 37.4319 29.4337 36.7141 30.8692 30.5616 31.0743 27.8956 28.8184 27.72 30.756 23.76 26.268 24.552 25.74 25.74 25.872 23.892 34.98 21.78 21.384 20.592 23.892 34.188 32.868 26.928 26.796 31.416 25.608 26.4 24.288 31.944 26.4 25.608 25.212 24.288 27.324 27.456 31.284 30.228 33.264 30.228 36.036 34.98 29.04 29.7 38.544 38.412 31.284 47.388 36.3 35.508 32.076 34.716 31.548 31.812 36.036 38.94 33.132 36.432 33.132 34.716 29.964 38.808 35.772
#23 霍南/220kV.2#主变-高 36.4389 36.1344 35.8798 36.4256 36.8219 36.7454 36.8544 37.5755 37.9207 38.6041 38.9738 39.8455 39.5003 39.594 40.2051 40.2244 41.5717 41.7877 42.0412 42.8875 43.5108 44.5934 45.6302 46.0783 46.951 46.9775 47.1201 46.7331 46.8064 45.5467 43.2929 42.3376 40.5748 38.5633 36.2832 34.3634 33.1535 30.7806 29.647 27.4677 28.4194 27.2002 26.0591 25.9609 25.0786 24.3555 23.8647 23.5952 23.0088 22.813 22.7183 22.4966 22.3145 21.8921 22.1968 22.4731 22.6152 22.5361 22.8311 23.478 24.1572 24.958 26.2446 27.5854 29.3408 31.1255 32.9121 33.5713 34.4932 35.8848 36.0596 37.2402 37.6533 39.0635 38.9219 40.4795 41.2197 42.1562 42.0068 43.1582 43.3535 43.2549 43.1807 43.0557 43.6396 43.4512 43.9834 42.999 42.4941 42.2451 42.0 42.0244 41.6924 41.2939 41.2197 41.2051
#24 长椿街/220kV.2211未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#25 军都/220kV.2220未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#26 龙潭湖/220kV.1#主变-高 23.6283 23.7769 23.6038 24.0109 25.0267 25.3048 24.9634 25.3769 25.5269 25.5733 25.2317 25.5451 25.9437 25.54 25.0134 24.7764 24.673 24.2114 23.8802 24.0705 23.5451 23.2682 24.0822 22.4135 23.0743 22.8875 22.5234 23.0869 21.6911 20.4131 20.3229 19.2673 18.4996 17.5685 16.0425 15.4104 14.8299 14.2841 13.7305 13.1926 13.6712 13.2106 12.7499 12.2883 12.2883 12.2369 12.1166 11.9914 11.6009 11.3294 10.9453 10.9463 11.1084 10.9881 10.9259 10.9528 11.2172 11.2178 11.5055 11.6191 11.8275 12.2964 12.7292 13.7431 14.757 15.3525 15.8854 16.8146 17.9455 18.1075 19.0221 19.7142 20.8314 21.8701 22.8783 23.2645 24.6478 24.6662 24.5871 24.6654 25.6485 26.0605 26.2316 26.3929 27.3091 26.9239 26.771 27.0267 26.9536 26.9851 25.9847 26.0882 26.392 25.9458 26.1637 25.571
#27 阎村北/220kV.1#主变-高 23.4361 23.8443 23.5715 23.7087 23.8318 23.9924 24.5428 24.3511 24.7448 24.9809 25.0907 25.2617 25.3333 25.4007 25.2915 25.2402 25.8946 25.6948 25.1536 25.4372 25.2126 25.805 26.4176 26.0522 26.0764 26.0648 26.1082 25.9412 25.624 25.5306 24.8349 24.1782 23.6215 23.0129 22.586 21.794 21.3202 20.9627 20.4728 19.9579 19.404 19.008 18.744 18.744 18.612 18.084 18.216 17.82 17.82 17.688 17.688 17.424 17.82 17.82 17.952 17.688 17.952 17.82 17.952 18.216 18.48 18.876 19.272 20.064 20.724 20.988 21.384 21.516 21.78 21.912 22.176 22.704 23.364 23.76 23.628 24.156 24.288 24.684 25.212 24.948 25.344 26.136 26.136 25.872 26.004 25.08 24.552 23.628 23.364 22.968 23.364 22.968 23.232 23.496 24.024 24.288
#28 礼贤北/220kV.3#主变-高 2.8763 2.7928 2.84 2.9843 3.3935 3.2713 3.3558 3.3739 3.5528 3.3435 3.4738 3.6824 3.5013 3.4742 3.6198 3.5591 3.7123 4.0222 4.4987 4.3042 4.7038 4.6529 4.809 4.7936 4.8722 4.9038 4.7874 4.4361 4.6029 4.5852 4.0028 3.5847 3.3051 3.0868 2.8332 2.9978 3.0945 3.3353 3.4196 3.3774 2.2573 2.2573 2.1285 2.386 2.4586 2.3573 2.4241 2.36 2.378 2.4278 2.3743 2.3493 2.2311 2.1564 2.1355 2.1556 2.3973 2.3162 2.2125 2.3529 2.5366 2.7163 2.6908 2.6531 2.6074 2.7497 2.7155 2.7163 2.6243 2.5309 2.4721 2.3134 2.3844 2.4415 2.7549 3.0739 3.1912 3.5369 3.5539 3.4706 3.571 3.7541 3.5236 3.293 3.5459 3.7113 3.7377 3.5738 3.269 3.21 3.1295 2.9373 2.9628 2.8756 2.649 2.5855
#29 团河/220kV.2218未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#30 王四营/220kV.3#主变-高 58.7736 59.5951 59.4308 60.1701 59.7594 60.1701 61.3202 63.1275 62.7989 63.4561 63.2918 64.7705 66.3313 63.6204 63.4561 62.7989 62.1417 60.9917 61.4845 59.5951 61.1559 61.8131 63.7847 63.6204 62.7989 62.1417 63.1275 60.8273 60.0059 59.2664 59.2664 56.9662 52.6124 50.6408 49.655 46.1226 45.1367 43.6581 42.5901 41.9329 37.5848 36.6468 35.6419 35.2399 34.034 33.766 33.498 33.096 32.828 32.4261 31.6221 30.8852 30.6172 30.4832 30.3492 30.0812 30.4832 30.4832 30.0812 30.8852 31.2871 31.6221 32.828 34.7039 37.3168 35.6419 37.9867 40.3986 40.7336 41.9395 45.3563 45.0883 50.649 52.2569 54.6017 53.8648 56.6116 57.4156 58.3535 59.7604 60.5644 60.8324 60.6984 61.6363 62.0383 61.5023 60.6984 60.9664 62.0383 59.8944 59.7604 60.1624 58.8225 59.3585 59.7604 63.0432
#31 草桥/220kV.3#主变-高 91.2504 91.1636 90.9896 90.4673 92.1213 90.9898 92.5567 92.6439 93.8622 93.166 94.5584 95.4288 94.0367 95.6035 92.6439 91.6866 89.4227 87.8558 87.159 88.0297 84.199 85.4179 86.0264 86.0264 84.4601 85.3299 81.4999 81.4999 79.4982 78.8882 77.4082 74.7954 71.2269 70.4431 69.3984 66.1774 64.697 63.74 60.692 60.5183 54.4052 53.1497 51.917 50.593 49.8854 48.7172 48.2083 47.5422 47.3744 47.3019 46.3109 45.9591 45.567 45.2931 45.512 45.097 45.9323 46.1525 45.1172 46.2169 48.2848 49.3818 51.4927 54.7623 57.9863 59.701 63.2379 66.1746 68.6359 70.7843 72.8522 77.6821 80.2455 82.1952 85.579 89.5146 90.0276 91.0857 92.4419 93.3254 94.8401 94.4883 94.6709 96.2339 96.7791 95.8552 95.1033 96.0352 96.7415 95.6404 92.6997 91.5798 92.8582 92.7292 94.0022 92.1599
#32 孙河/220kV.2#主变-高 46.3822 45.8262 44.0809 45.3667 51.2057 48.794 51.2057 49.5979 51.2057 48.794 54.4214 51.2057 51.2057 56.0294 56.0294 56.7156 54.2826 52.2976 48.794 51.2057 51.2057 52.0097 53.6175 51.2057 53.6175 56.6448 55.1312 54.8285 50.4018 48.794 46.3822 43.9705 43.9705 41.1567 39.5489 37.137 34.7253 32.3135 32.3135 31.5096 30.5836 30.5836 28.909 28.909 27.7927 27.3998 26.6014 26.6506 26.5869 26.6763 26.1181 26.1181 25.5599 25.5599 26.1181 25.5599 25.5599 26.1181 25.5599 25.5599 26.6763 27.2345 27.2345 29.4672 30.5836 30.5836 32.2581 33.9326 35.6072 35.6072 38.6772 40.3517 38.6772 42.0263 42.0263 43.7008 43.7008 44.259 46.4917 46.063 49.7073 47.6453 49.8408 49.2826 52.0735 50.8986 51.0696 51.3461 48.7244 48.1662 47.0499 48.1662 50.399 50.399 48.7244 49.8408
#33 西北旺/220kV.2217负荷 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#34 翠林/220kV.2211未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#35 远大/220kV.1#主变-高 42.6019 43.0663 44.206 43.8847 43.7077 44.1245 44.4006 46.641 44.2161 45.7084 46.3661 45.5452 46.9937 46.8543 49.0308 49.4261 48.683 50.6511 47.3639 48.2186 48.5739 48.5024 50.1227 49.6257 47.3312 48.5312 45.677 42.8769 38.8855 37.5601 35.8531 35.5004 32.6915 31.4269 28.6775 26.722 25.7788 24.3812 22.041 20.6829 22.9829 22.1704 21.3921 20.9395 20.5376 19.793 19.4697 19.2588 19.041 18.8521 18.4912 18.5723 18.3936 18.4243 18.3574 18.3755 18.4888 18.7705 18.5938 19.21 19.668 21.5303 23.1577 25.4307 25.708 26.9453 29.5493 30.0254 28.8472 29.9712 30.8394 32.3047 37.542 35.4775 35.2041 38.834 39.8418 41.083 41.4609 43.2432 44.8076 45.3818 46.9551 49.6621 47.25 48.1963 47.3945 46.8584 48.8818 48.0957 48.3633 46.6113 46.3174 46.041 45.3545 45.8896
#36 八里庄/220kV.1#主变-高 62.6986 63.1164 63.1164 63.952 63.1164 65.2054 64.3698 66.4588 64.3698 68.9656 68.13 68.5478 68.13 65.6232 63.5342 65.2054 66.041 63.5342 66.8766 61.4452 60.1918 64.3698 62.6986 60.1918 59.774 61.863 58.5206 58.9384 53.9249 52.2538 51.0004 47.658 44.7334 43.0622 40.5554 37.6309 35.1241 32.1995 30.9461 31.3639 33.275 32.45 31.625 31.075 30.525 30.25 29.975 29.7 29.425 29.15 28.8876 28.6612 28.7573 28.6 28.875 28.875 29.15 29.15 29.7 29.975 31.35 32.45 34.375 34.65 36.85 39.05 41.25 44.0 47.9875 51.975 53.625 55.275 56.925 59.95 62.425 64.9 64.625 67.375 66.55 67.65 69.85 68.475 66.275 67.65 67.1 67.1 67.375 66.275 67.1 65.725 66.0 64.075 65.45 64.075 64.35 63.25
#37 榆垡北/220kV.3#主变-高 23.2889 23.2858 23.1643 24.2574 24.5528 25.1223 25.1837 25.5595 26.1996 26.1852 26.2946 26.3966 26.2898 26.3116 25.9769 24.9809 24.9809 24.3115 23.7938 23.7963 24.9852 24.4663 24.9992 24.9992 24.977 24.4917 24.4422 24.4422 23.834 23.7219 23.0585 22.0348 20.9783 20.4269 19.226 18.6637 18.7303 18.1919 17.6402 17.131 16.0735 16.0437 15.5724 15.1488 14.6563 14.6563 14.7105 14.4323 14.3777 14.3434 13.9812 14.3088 14.034 13.9931 13.7504 14.1837 14.1837 14.6593 15.1523 15.1523 15.5728 15.9951 16.5083 16.9327 17.8862 18.7911 19.4606 19.5678 19.513 19.5946 20.543 21.2605 21.8504 22.3777 22.5182 23.1353 23.6733 23.6658 24.1059 24.4749 24.9788 24.9788 25.3349 24.7828 23.822 23.3748 23.8175 22.8604 22.4087 22.4087 21.797 22.3928 22.9086 22.8745 23.4182 23.5012
#38 聂各庄/220kV.4#主变-高 37.5128 30.1433 30.0093 24.5826 21.9698 22.3717 26.5925 24.5826 23.5107 21.9698 27.9994 33.1581 33.6941 33.5601 26.9945 24.9846 29.8753 32.6221 35.7039 39.1207 46.2223 46.6243 50.1081 51.381 53.2569 55.4678 57.4777 57.3437 58.9516 56.0037 56.8077 54.5968 51.113 50.2421 45.0834 44.6814 41.5996 40.1927 39.3887 39.6567 33.5601 35.168 30.9472 35.8379 36.5079 31.2152 35.9719 31.2152 29.7413 31.3492 29.6073 30.9472 30.5453 30.5453 28.9373 29.6073 32.7561 34.096 37.2449 34.9 34.23 30.9472 32.0192 31.7512 35.8379 37.9148 40.4607 38.5848 41.1306 46.7583 50.4431 48.7682 49.9741 53.2569 52.051 53.7929 51.381 53.6589 54.0609 58.6836 55.0658 53.2569 55.7358 54.5968 52.8549 52.7209 53.5249 50.8451 50.2421 48.6342 44.4134 45.6194 43.8775 47.0263 46.7583 50.979
#39 翠林/220kV.2#主变-高 58.0375 55.2874 55.721 56.5896 57.4578 57.602 57.8928 57.6023 58.1814 57.4578 57.7476 57.602 58.9054 57.0239 58.0373 61.7993 56.1553 55.1424 58.4711 53.6955 56.8794 59.1941 57.602 58.4707 54.1293 55.8656 53.6957 53.8393 54.7086 53.8393 51.2342 50.511 48.4849 45.7355 44.7213 42.8398 41.2473 38.9332 36.7615 35.3139 31.0198 30.4921 29.5683 28.9078 28.5121 28.5121 27.9841 27.9843 27.5883 27.4556 27.3241 27.0596 27.0599 26.9281 26.7963 27.0598 27.3237 27.456 27.588 28.7759 29.8318 32.4725 32.0758 34.0557 37.092 38.8082 40.2598 45.1443 44.8807 48.7078 47.3877 50.9516 51.6119 51.7439 52.14 55.176 55.4402 56.4959 56.6283 60.0604 57.4201 60.0604 59.0041 58.2123 61.6439 59.9283 59.3998 59.3994 61.776 59.5318 59.6637 56.4959 56.2317 59.1363 57.024 56.3641
#40 朝阳/220kV.2221未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#41 东府/220kV.2#主变-高 1.1178 1.1141 1.1036 1.1173 1.0997 1.1241 1.0885 1.1047 1.1005 1.1685 1.1915 1.1583 1.1969 1.2355 1.2306 1.2701 1.2977 1.2964 1.2939 1.276 1.2394 1.3162 1.3931 1.3548 1.3557 1.3237 1.3158 1.2751 1.2317 1.242 1.187 1.1695 1.0985 1.0394 0.9926 0.9523 0.8831 0.8724 0.8703 0.8735 0.8771 0.8479 0.8085 0.7893 0.7986 0.7874 0.765 0.759 0.7461 0.7533 0.7447 0.7337 0.7681 0.7396 0.7571 0.7603 0.7482 0.7643 0.7919 0.8043 0.8987 0.9393 1.0255 1.0439 1.0953 1.192 1.1856 1.1824 1.1727 1.1539 1.0922 1.1019 1.0882 1.1156 1.1709 1.144 1.1719 1.1275 1.123 1.1573 1.2064 1.2249 1.2701 1.4033 1.3822 1.3613 1.2526 1.2054 1.0792 1.0751 1.0375 1.0466 1.0981 1.147 1.2026 1.2
#42 西马/220kV.1#主变-高 32.9386 33.1259 32.6504 32.7677 33.5945 34.0076 33.5712 34.0131 34.3397 33.8429 34.2855 33.7098 33.4264 33.292 32.5838 32.5489 33.0964 32.8144 32.8349 33.0984 33.1986 33.4943 33.7407 33.753 33.8739 34.4324 34.3212 34.4124 33.7626 33.5156 32.3127 31.5772 30.9391 29.5029 28.4964 27.6105 26.7836 26.3548 25.5664 24.7992 24.0829 23.1786 23.265 22.877 22.7706 22.4671 22.1912 22.0591 22.0488 22.1042 21.7484 21.2554 21.6962 21.1 21.3688 21.6163 21.4571 21.325 21.4738 21.5518 21.9843 22.0804 22.7629 23.5067 24.3021 25.0658 25.3746 26.2627 27.4925 27.8334 28.389 28.3806 29.1077 30.5031 31.8276 32.9633 33.5691 34.5327 34.7241 34.8717 34.7306 35.1418 35.2488 35.1134 35.0013 34.5501 34.0338 33.7116 33.5298 33.6059 33.3629 33.0986 33.6213 33.4247 33.3674 33.9191
#43 南苑/220kV.苑牵 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#44 石景山电厂/220kV.0甲#启备变-高等值负荷 1.1368 1.154 1.125 1.0702 1.0189 1.1804 1.0487 0.8864 0.8864 0.7468 0.8068 0.8066 0.9207 0.8825 0.8605 0.9702 1.0238 1.0188 1.0268 1.1003 1.1739 1.3416 1.2322 1.245 1.332 1.3429 1.3271 1.3156 1.1767 1.2775 1.2815 1.1754 1.1281 1.0541 0.9605 0.9059 0.8755 0.8888 0.8518 0.7906 0.3307 0.3307 0.3307 0.3307 0.3269 0.323 0.323 0.3551 0.3731 0.3837 0.3349 0.2861 0.3143 0.4173 0.5203 0.6233 0.7264 0.8273 0.8715 0.8908 0.9665 0.9672 0.8529 0.8053 0.7987 0.8933 1.0319 1.1261 1.1261 1.2121 1.1453 1.1025 1.1778 1.1261 0.9973 0.9057 0.8215 0.7075 0.7053 0.7771 0.7791 0.9203 1.0452 1.1624 0.9652 1.036 1.1929 1.1681 1.1067 1.0221 0.9765 0.9261 0.9721 0.9913 1.1261 0.9652
#45 康宁/220kV.1#主变-高 52.5726 52.9559 52.5726 52.5726 52.9559 53.3393 52.6684 53.2434 52.5726 52.9559 52.4767 53.0518 52.4767 52.1892 51.4705 51.9976 51.0871 50.8955 50.7997 50.9913 50.1288 50.1288 50.2247 49.2663 48.5955 48.7871 48.7871 48.2601 48.4518 48.2601 47.7809 47.6851 47.9726 47.8767 47.8767 47.6851 47.6851 46.7267 46.7267 46.0559 46.2942 44.7533 45.4903 45.0883 45.4903 44.7533 45.4903 45.3563 44.9543 45.6243 44.0834 45.2223 44.7533 45.2223 44.2174 44.9543 44.8873 45.3563 44.3514 44.8873 44.9543 44.9543 45.8923 44.9543 46.6962 46.8302 46.9642 45.8923 47.3662 48.1701 47.0982 49.443 50.783 53.3288 53.9318 54.6017 54.6017 55.4057 56.0757 56.0757 57.2816 56.8796 58.0855 57.2816 57.1476 56.0757 56.2096 56.0757 56.6116 56.6116 56.2096 56.3436 56.2096 56.6116 56.7456 58.0855
#46 新高井电厂/220kV.0#启备变-高等值负荷 0.0136 0.0142 0.0162 0.0157 0.0152 0.0132 0.0118 0.0143 0.0127 0.0127 0.014 0.0148 0.0157 0.0138 0.0137 0.016 0.0179 0.016 0.014 0.0144 0.015 0.0151 0.0152 0.0128 0.0121 0.0109 0.0117 0.0124 0.0149 0.0138 0.013 0.0133 0.0128 0.0123 0.0117 0.0127 0.0129 0.0129 0.0141 0.0135 0.014 0.014 0.014 0.0209 0.014 0.014 0.014 0.014 0.014 0.0192 0.0166 0.014 0.0157 0.0227 0.0201 0.0174 0.0209 0.0166 0.0122 0.014 0.0174 0.0262 0.0244 0.0227 0.0174 0.0192 0.0209 0.0192 0.0174 0.0157 0.0148 0.014 0.0153 0.0186 0.0186 0.0227 0.0157 0.0192 0.0227 0.0174 0.0174 0.014 0.0122 0.0105 0.0122 0.0159 0.0137 0.0093 0.0087 0.0122 0.0192 0.0262 0.0316 0.024 0.0262 0.0192
#47 榆管营/220kV.2#主变-高 73.4719 74.0107 74.1904 74.0107 74.7293 74.7293 75.8071 76.346 77.0645 79.5795 79.2202 82.2741 84.2501 86.0465 84.2501 83.8908 84.9686 85.6872 86.2261 87.6632 87.3039 90.1782 91.7949 92.3338 91.9745 92.1541 93.0523 93.0523 91.7949 90.5374 87.4836 84.789 80.4777 76.1663 73.2922 72.0347 70.2384 67.7235 65.2085 62.6936 53.6878 52.0804 51.5982 51.116 49.9908 50.473 50.1515 50.3122 49.187 48.7048 48.5441 48.0619 48.2226 48.0619 47.7404 48.5441 47.5796 48.3833 47.9011 49.0263 50.473 51.9197 52.0804 54.4915 58.3493 59.6353 62.8501 62.0464 63.0109 63.8146 65.7435 66.5472 67.6724 73.2983 72.8161 75.0665 75.0665 75.2272 77.7991 77.9599 78.7636 79.728 80.0495 80.2103 79.8888 80.0495 77.9599 78.1206 76.031 74.745 74.745 73.1376 74.2628 75.388 74.745 77.1562
#48 宝山/220kV.2213未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#49 吕村/220kV.吕牵一 11.6502 10.5563 12.9374 15.4249 13.9571 11.1834 14.2064 14.9791 14.6595 15.3786 16.0137 11.3055 9.2326 7.1596 8.377 10.6483 14.5182 18.3881 21.7121 27.2784 25.0725 23.5263 18.3469 13.1675 7.9881 6.1623 6.7671 7.4296 6.1614 7.8869 5.9379 4.8289 3.72 2.611 3.5182 4.4254 3.7637 2.8094 1.8551 1.945 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.1278 6.6 4.95 3.3 4.7667 6.2333 7.7 7.15 0.0 0.0 0.0 0.0 -4.6567 -5.9033 0.0 0.0 0.0 6.05 0.0 0.0 0.0 3.6972 0.0 0.0 0.0 18.7 14.3 9.9 8.8 9.35
